"club_name","player_name","age","position","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name","year","season","country"
"Al-Okhdood Club","Aseel Abed",23,"Centre-Back","Ittihad Club","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Bouly Junior Sambou",24,"Centre-Forward","Wydad AC","€800k","in","Summer",0.8,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Didier Ndong",29,"Central Midfield","Dijon","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Amiri Kurdi",31,"Right-Back","Al-Wehda","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Saleh Al-Abbas",28,"Centre-Forward","Khaleej","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Zaid Al-Bawardi",26,"Goalkeeper","Al-Shabab","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Ahmed Asiri",31,"Centre-Back","Al-Faisaly FC","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Birama Touré",31,"Defensive Midfield","AJ Auxerre","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Martín Campaña",34,"Goalkeeper","Al-Batin","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Alin Tosca",31,"Centre-Back","Benevento","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Ali Al-Zaqan",31,"Right-Back","Al-Fayha","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Knowledge Musona",33,"Attacking Midfield","Al-Tai","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Dino Arslanagic",30,"Centre-Back","Hatta Club","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Abdulhadi Al-Harajin",28,"Attacking Midfield","Al-Hazem","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Hussain Al-Nuweqi",27,"Right-Back","Khaleej","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Ibrahim Al-Hafith",33,"Goalkeeper","Al-Rawdah SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Abdulaziz Damdam",28,"Central Midfield","Ohod Club","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Muralha",30,"Attacking Midfield","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Marcinho",28,"Right Winger","Chapecoense","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Emanuel Novo",30,"Goalkeeper","Al-Taraji","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Masoud Bakheet",31,"Right-Back","Al-Jabalain","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Diego Miranda",31,"Right Winger","Al-Arabi SC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Nikola Stojiljkovic",30,"Centre-Forward","Dibba Fujairah","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Abdulaziz Al-Aryani",27,"Centre-Forward","Ohod Club","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Nawaf Al-Habashi",25,"Attacking Midfield","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Miodrag Gemovic",28,"Right Winger","Al-Jabalain","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Riyadh SC","Alin Tosca",32,"Centre-Back","Benevento","End of loanJun 30, 2024","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Fabinho",29,"Defensive Midfield","Liverpool","€46.70m","in","Summer",46.7,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Jota",24,"Left Winger","Celtic","€29.10m","in","Summer",29.1,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Saleh Jamaan Al-Amri",29,"Left Winger","Abha","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Sultan Al-Farhan",26,"Defensive Midfield","Al-Raed","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","N'Golo Kanté",32,"Defensive Midfield","Chelsea","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Karim Benzema",35,"Centre-Forward","Real Madrid","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Ziyad Al-Sahafi",28,"Centre-Back","Al-Taawoun","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Sawaan",22,"Attacking Midfield","Al-Kholood","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Ahmed Saleh Bahusayn",22,"Central Midfield","Hajer","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Saleh Al-Ohaymid",25,"Goalkeeper","Al-Kholood","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Hazim Al-Zahrani",24,"Left-Back","Ohod Club","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Khaled Al-Sumairi",26,"Defensive Midfield","Khaleej","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Al-Oufi",20,"Left-Back","Al-Adalah","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Aseel Abed",23,"Centre-Back","Al-Okhdood","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Abu Aseda",23,"Goalkeeper","Wej SC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Al-Saiari",30,"Centre-Forward","Al-Qadsiah FC","€750k","out","Summer",0.75,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Bruno Henrique",33,"Central Midfield","Internacional","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Abu Aseda",23,"Goalkeeper","Al-Sahel Club","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Khaled Al-Sumairi",26,"Defensive Midfield","Khaleej","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Sawaan",22,"Attacking Midfield","Al-Kholood","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Ahmed Saleh Bahusayn",22,"Central Midfield","Al-Taawoun","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Mohammed Al-Oufi",20,"Left-Back","Abha","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Abdulaziz Al-Bishi",29,"Right Winger","Damac FC","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Hamdan Al-Shammrani",26,"Left-Back","Al-Ettifaq","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Ittihad Club","Hélder Costa",29,"Right Winger","Leeds","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Sadio Mané",31,"Left Winger","Bayern Munich","€30.00m","in","Summer",30,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Seko Fofana",28,"Central Midfield","Lens","€25.00m","in","Summer",25,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Marcelo Brozovic",30,"Defensive Midfield","Inter","€18.00m","in","Summer",18,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Alex Telles",30,"Left-Back","Man Utd","€4.60m","in","Summer",4.6,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Jin-su Kim",31,"Left-Back","Jeonbuk Hyundai","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Raed Ozaybi",21,"Goalkeeper","Al-Faisaly FC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Khalil Al-Absi",22,"Left Winger","Al-Tai","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Khalid Al-Ghannam",22,"Left Winger","Al-Fateh","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Mansour Al-Shammari",22,"Left-Back","Al-Ahli","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Mukhtar Ali",25,"Defensive Midfield","Al-Tai","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Abdulfattah Adam",28,"Centre-Forward","Abha","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Álvaro González",33,"Centre-Back","Al-Qadsiah FC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Jin-su Kim",31,"Left-Back","Jeonbuk Hyundai","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Khalil Al-Absi",22,"Left Winger","Al-Hazem","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Luiz Gustavo",35,"Defensive Midfield","Without Club","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Hamad Al-Mansour",30,"Right-Back","Al-Okhdood","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Nassr FC","Agustín Rossi",27,"Goalkeeper","Boca Juniors","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Habib Diallo",28,"Centre-Forward","R. Strasbourg","€18.00m","in","Summer",18,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Gustavo Cuéllar",30,"Defensive Midfield","Al-Hilal","€1.38m","in","Summer",1.38,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Abdullah Al-Jawaey",27,"Left Winger","Al-Tai","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Paulinho Paula",26,"Central Midfield","Al-Fayha","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Abdulelah Al-Shammeri",24,"Attacking Midfield","Damac FC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Aaron Boupendza",26,"Centre-Forward","Cincinnati","€6.50m","out","Summer",6.5,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Paulinho Paula",26,"Central Midfield","Vasco da Gama","€1.20m","out","Summer",1.2,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Hussein Shae'an",34,"Goalkeeper","Al-Okhdood","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Zaid Al-Bawardi",26,"Goalkeeper","Al-Riyadh","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Cristian Guanca",30,"Attacking Midfield","Al-Wahda FC","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Nawaf Al-Abed",33,"Attacking Midfield","Without Club","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Khalid Al-Ghamdi",35,"Right-Back","Retired","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Grzegorz Krychowiak",33,"Defensive Midfield","Krasnodar","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Shabab FC","Santi Mina",27,"Centre-Forward","Celta de Vigo","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Neymar",31,"Left Winger","Paris SG","€90.00m","in","Summer",90,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Malcom",26,"Right Winger","Zenit S-Pb","€60.00m","in","Summer",60,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Rúben Neves",26,"Defensive Midfield","Wolves","€55.00m","in","Summer",55,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Sergej Milinković-Savić",28,"Central Midfield","Lazio","€40.00m","in","Summer",40,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Kalidou Koulibaly",32,"Centre-Back","Chelsea","€23.00m","in","Summer",23,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Matheus Pereira",27,"Attacking Midfield","Al-Wahda FC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Turki Al-Mutairi",22,"Centre-Forward","Al-Taawoun","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Abdullah Radif",20,"Centre-Forward","Al-Taawoun","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Hamad Al-Abdan",23,"Attacking Midfield","Khaleej","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Fawaz Al-Torais",26,"Left Winger","Al-Adalah","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Saad Al-Nasser",22,"Attacking Midfield","Al-Taawoun","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Abdulrahman Al-Obaid",30,"Left-Back","Al-Ettifaq","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Gustavo Cuéllar",30,"Defensive Midfield","Al-Shabab","€1.38m","out","Summer",1.38,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Odion Ighalo",34,"Centre-Forward","Al-Wehda","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Abdullah Otayf",30,"Defensive Midfield","Al-Ahli","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Luciano Vietto",29,"Centre-Forward","Al-Qadsiah FC","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Hamad Al-Abdan",23,"Attacking Midfield","Khaleej","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Fawaz Al-Torais",26,"Left Winger","Khaleej","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","André Carrillo",32,"Right Winger","Al-Qadsiah FC","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Turki Al-Mutairi",22,"Centre-Forward","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Muath Faquihi",21,"Left-Back","Al-Taawoun","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Matheus Pereira",27,"Attacking Midfield","Cruzeiro","loan transfer","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Hilal SFC","Saad Al-Nasser",22,"Attacking Midfield","Al-Taawoun","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Andrei Girotto",31,"Centre-Back","FC Nantes","€4.00m","in","Summer",4,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Flávio",27,"Central Midfield","Trabzonspor","Loan fee:€182k","in","Summer",0.182,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Waleed Al-Ahmed",24,"Centre-Back","Al-Faisaly FC","free transfer","in","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Mateus",28,"Right Winger","Nagoya Grampus","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Ahmed Saleh Bahusayn",22,"Central Midfield","Ittihad Club","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Abdulmalik Al-Shammari",27,"Left-Back","Al-Raed","?","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Muath Faquihi",21,"Left-Back","Al-Hilal","loan transfer","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Saad Al-Nasser",22,"Attacking Midfield","Al-Hilal","-","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Mohammed Al-Dhulayfi",23,"Goalkeeper","Najran SC","End of loanJun 30, 2023","in","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Alejandro Romero",28,"Attacking Midfield","Al-Ain FC","€5.00m","out","Summer",5,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Mostafa Fathi",29,"Right Winger","Pyramids FC","€903k","out","Summer",0.903,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Fahad Al-Rashidi",26,"Right Winger","Al-Ahli","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Sumaihan Al-Nabit",27,"Left Winger","Al-Ahli","free transfer","out","Summer",0,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Yazeed Al-Bakr",27,"Right-Back","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Tareq Abdullah",27,"Right-Back","Al-Tai","?","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Naldo",34,"Centre-Back","Without Club","-","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Ziyad Al-Sahafi",28,"Centre-Back","Ittihad Club","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
"Al-Taawoun FC","Turki Al-Mutairi",22,"Centre-Forward","Al-Hilal","End of loanJun 30, 2023","out","Summer",NA,"Saudi Professional League",2023,"2023/2024","Saudi Arabia"
